Session_Name_	Trial_Index_	Trial_Recycled_	TRIAL_TYPE	trial_variant	TRIAL_NUMBER	TRIAL_ITERATION_VAL	frame_tilt	rod_tilt	response	step_size	reversal	reversal_num	RT	probe_del	alpha_entrain_refreshes	rod_tilt_val
200205ts	108	False	real	ER	86	3	-15	    4.00	1	   -8.00	0	0	  545.64	-3	7	NULL
200205ts	109	False	real	AL	87	3	-15	   -4.00	0	    8.00	0	0	  607.85	-15	7	NULL
200205ts	110	False	real	PL	88	3	15	   -4.00	0	    8.00	0	0	1322393.00	15	5	NULL
200205ts	111	False	real	LL	89	3	15	   -4.00	0	    8.00	0	0	1328478.00	15	0	NULL
200205ts	112	False	real	IL	90	3	-15	   -4.00	0	    8.00	0	0	1336311.00	-15	0	NULL
200205ts	113	False	real	JR	91	3	15	    4.00	1	   -8.00	0	0	1342588.00	-15	0	NULL
200205ts	114	False	real	LR	92	3	15	    4.00	1	   -8.00	0	0	1349424.00	15	0	NULL
200205ts	116	False	real	FL	93	3	-15	   -4.00	0	    8.00	0	0	  890.25	-3	5	NULL
200205ts	117	False	real	EL	94	3	-15	   -4.00	0	    8.00	0	0	  674.46	-3	7	NULL
200205ts	118	False	real	HR	95	3	15	    4.00	0	    4.00	1	1	  708.67	-3	5	NULL
200205ts	119	False	real	AR	96	3	-15	    4.00	1	   -8.00	0	0	  580.89	-15	7	NULL
200205ts	120	False	real	FR	97	3	-15	    4.00	1	   -8.00	0	0	  669.54	-3	5	NULL
200205ts	121	False	real	NR	98	3	15	    4.00	1	   -8.00	0	0	1392053.00	-3	0	NULL
200205ts	122	False	real	RR	99	3	15	    4.00	1	   -8.00	0	0	  647.83	-15	5	NULL
200205ts	123	False	real	OL	100	3	-15	  -16.00	0	    2.00	1	2	1407502.00	15	5	NULL
200205ts	124	False	real	IR	101	3	-15	    4.00	1	   -8.00	0	0	1412547.00	-15	0	NULL
200205ts	125	False	real	PR	102	3	15	    4.00	1	   -8.00	0	0	1418588.00	15	5	NULL
200205ts	127	False	real	JL	103	3	15	   -4.00	0	    8.00	0	0	1426333.00	-15	0	NULL
200205ts	129	False	real	QR	104	3	-15	    4.00	1	   -8.00	0	0	  718.41	-15	5	NULL
200205ts	130	False	real	CL	105	3	-15	   -4.00	0	    8.00	0	0	1443651.00	15	7	NULL
200205ts	131	False	real	RL	106	3	15	  -16.00	0	    4.00	0	1	  591.72	-15	5	NULL
200205ts	132	False	real	BR	107	3	15	    4.00	1	   -8.00	0	0	  704.91	-15	7	NULL
200205ts	133	False	real	GL	108	3	15	   -4.00	0	    8.00	0	0	  710.18	-3	7	NULL
200205ts	134	False	real	BR	109	4	15	   -4.00	0	    4.00	1	1	  650.56	-15	7	NULL
200205ts	137	False	real	KL	110	4	-15	    4.00	1	   -4.00	1	1	1480759.00	15	0	NULL
200205ts	139	False	real	JL	111	4	15	    4.00	1	   -4.00	1	1	1492168.00	-15	0	NULL
200205ts	140	False	real	EL	112	4	-15	    4.00	1	   -4.00	1	1	  542.49	-3	7	NULL
200205ts	141	False	real	PL	113	4	15	    4.00	1	   -4.00	1	1	1508273.00	15	5	NULL
200205ts	142	False	real	FR	114	4	-15	   -4.00	0	    4.00	1	1	  999.62	-3	5	NULL
200205ts	143	False	real	NR	115	4	15	   -4.00	0	    4.00	1	1	1526456.00	-3	0	NULL
200205ts	145	False	real	JR	116	4	15	   -4.00	0	    4.00	1	1	1535156.00	-15	0	NULL
200205ts	146	False	real	FL	117	4	-15	    4.00	1	   -4.00	1	1	  621.67	-3	5	NULL
200205ts	148	False	real	GL	118	4	15	    4.00	1	   -4.00	1	1	 1966.40	-3	7	NULL
200205ts	149	False	real	LL	119	4	15	    4.00	1	   -4.00	1	1	1567818.00	15	0	NULL
200205ts	150	False	real	QL	120	4	-15	    4.00	1	   -4.00	1	1	  685.68	-15	5	NULL
200205ts	151	False	real	RL	121	4	15	  -12.00	0	    4.00	0	1	  611.11	-15	5	NULL
200205ts	152	False	real	BL	122	4	15	    4.00	1	   -4.00	1	1	  649.19	-15	7	NULL
200205ts	154	False	real	AL	123	4	-15	    4.00	1	   -4.00	1	1	  649.65	-15	7	NULL
200205ts	155	False	real	HL	124	4	15	    4.00	1	   -4.00	1	1	 1197.44	-3	5	NULL
200205ts	157	False	real	RR	125	4	15	   -4.00	0	    4.00	1	1	  659.78	-15	5	NULL
200205ts	159	False	real	DR	126	4	15	    8.00	1	   -2.00	1	2	1621555.00	15	7	NULL
200205ts	160	False	real	AR	127	4	-15	   -4.00	0	    4.00	1	1	  677.59	-15	7	NULL
200205ts	161	False	real	MR	128	4	-15	   -4.00	0	    4.00	1	1	1635352.00	-3	0	NULL
200205ts	163	False	real	LR	129	4	15	   -4.00	0	    4.00	1	1	1646371.00	15	0	NULL
200205ts	164	False	real	HR	130	4	15	    8.00	1	   -2.00	1	2	  653.81	-3	5	NULL
200205ts	165	False	real	IL	131	4	-15	    4.00	1	   -4.00	1	1	1657670.00	-15	0	NULL
200205ts	166	False	real	OR	132	4	-15	   -4.00	0	    4.00	1	1	1665776.00	15	5	NULL
200205ts	167	False	real	OL	133	4	-15	  -14.00	0	    2.00	0	2	1671698.00	15	5	NULL
200205ts	168	False	real	IR	134	4	-15	   -4.00	0	    4.00	1	1	1684561.00	-15	0	NULL
200205ts	169	False	real	CR	135	4	-15	   -4.00	0	    4.00	1	1	1693348.00	15	7	NULL
200205ts	170	False	real	QR	136	4	-15	   -4.00	0	    4.00	1	1	  664.75	-15	5	NULL
200205ts	172	False	real	ML	137	4	-15	   -8.00	0	    2.00	1	2	1717613.00	-3	0	NULL
200205ts	173	False	real	DL	138	4	15	    4.00	1	   -4.00	1	1	1725316.00	15	7	NULL
200205ts	174	False	real	ER	139	4	-15	   -4.00	0	    4.00	1	1	  510.17	-3	7	NULL
200205ts	177	False	real	PR	140	4	15	   -4.00	0	    4.00	1	1	1753552.00	15	5	NULL
200205ts	178	False	real	NL	141	4	15	    4.00	1	   -4.00	1	1	1759108.00	-3	0	NULL
200205ts	182	False	real	GR	142	4	15	    8.00	1	   -2.00	1	2	  744.74	-3	7	NULL
200205ts	183	False	real	KR	143	4	-15	   -4.00	0	    4.00	1	1	1785919.00	15	0	NULL
200205ts	185	False	real	CL	144	4	-15	    4.00	1	   -4.00	1	1	1798724.00	15	7	NULL
200205ts	186	False	real	OR	145	5	-15	    0.00	1	   -2.00	1	2	1806843.00	15	5	NULL
200205ts	187	False	real	AR	146	5	-15	    0.00	0	    4.00	0	1	  844.02	-15	7	NULL
200205ts	188	False	real	PL	147	5	15	    0.00	0	    2.00	1	2	1821185.00	15	5	NULL
200205ts	189	False	real	MR	148	5	-15	    0.00	0	    4.00	0	1	1828833.00	-3	0	NULL
200205ts	190	False	real	BR	149	5	15	    0.00	0	    4.00	0	1	  551.46	-15	7	NULL
200205ts	191	False	real	LR	150	5	15	    0.00	0	    4.00	0	1	1842648.00	15	0	NULL
200205ts	193	False	real	DR	151	5	15	    6.00	1	   -2.00	0	2	1857048.00	15	7	NULL
200205ts	194	False	real	QL	152	5	-15	    0.00	0	    2.00	1	2	  534.30	-15	5	NULL
200205ts	195	False	real	NL	153	5	15	    0.00	0	    2.00	1	2	1869207.00	-3	0	NULL
200205ts	196	False	real	KL	154	5	-15	    0.00	1	   -4.00	0	1	1875059.00	15	0	NULL
200205ts	197	False	real	BL	155	5	15	    0.00	0	    2.00	1	2	  515.07	-15	7	NULL
200205ts	198	False	real	RL	156	5	15	   -8.00	0	    4.00	0	1	  522.54	-15	5	NULL
200205ts	199	False	real	LL	157	5	15	    0.00	0	    2.00	1	2	1891069.00	15	0	NULL
200205ts	200	False	real	CR	158	5	-15	    0.00	0	    4.00	0	1	1898053.00	15	7	NULL
200205ts	203	False	real	JR	159	5	15	    0.00	0	    4.00	0	1	1912232.00	-15	0	NULL
200205ts	204	False	real	GR	160	5	15	    6.00	1	   -2.00	0	2	  690.44	-3	7	NULL
200205ts	205	False	real	DL	161	5	15	    0.00	0	    2.00	1	2	1928933.00	15	7	NULL
200205ts	207	False	real	OL	162	5	-15	  -12.00	0	    2.00	0	2	1939212.00	15	5	NULL
200205ts	208	False	real	RR	163	5	15	    0.00	0	    4.00	0	1	  899.01	-15	5	NULL
200205ts	212	False	real	AL	164	5	-15	    0.00	0	    2.00	1	2	  787.66	-15	7	NULL
200205ts	216	False	real	IR	165	5	-15	    0.00	0	    4.00	0	1	1989818.00	-15	0	NULL
200205ts	218	False	real	FL	166	5	-15	    0.00	1	   -4.00	0	1	 1070.89	-3	5	NULL
200205ts	219	False	real	ML	167	5	-15	   -6.00	0	    2.00	0	2	2006947.00	-3	0	NULL
200205ts	220	False	real	PR	168	5	15	    0.00	0	    4.00	0	1	2012504.00	15	5	NULL
200205ts	221	False	real	GL	169	5	15	    0.00	0	    2.00	1	2	  606.32	-3	7	NULL
200205ts	222	False	real	EL	170	5	-15	    0.00	1	   -4.00	0	1	 2013.81	-3	7	NULL
200205ts	224	False	real	QR	171	5	-15	    0.00	0	    4.00	0	1	  681.86	-15	5	NULL
200205ts	226	False	real	KR	172	5	-15	    0.00	0	    4.00	0	1	2050099.00	15	0	NULL
200205ts	227	False	real	CL	173	5	-15	    0.00	1	   -4.00	0	1	2055981.00	15	7	NULL
200205ts	228	False	real	JL	174	5	15	    0.00	0	    2.00	1	2	2062045.00	-15	0	NULL
200205ts	229	False	real	HR	175	5	15	    6.00	1	   -2.00	0	2	  569.03	-3	5	NULL
200205ts	230	False	real	ER	176	5	-15	    0.00	1	   -2.00	1	2	  884.32	-3	7	NULL
200205ts	232	False	real	HL	177	5	15	    0.00	0	    2.00	1	2	  921.26	-3	5	NULL
200205ts	233	False	real	FR	178	5	-15	    0.00	1	   -2.00	1	2	  683.08	-3	5	NULL
200205ts	234	False	real	NR	179	5	15	    0.00	0	    4.00	0	1	2107676.00	-3	0	NULL
200205ts	238	False	real	IL	180	5	-15	    0.00	0	    2.00	1	2	2125023.00	-15	0	NULL
200205ts	239	False	real	LL	181	6	15	    2.00	0	    2.00	0	2	2130941.00	15	0	NULL
200205ts	241	False	real	RR	182	6	15	    4.00	1	   -2.00	1	2	  605.91	-15	5	NULL
200205ts	242	False	real	ER	183	6	-15	   -2.00	0	    1.00	1	3	  989.01	-3	7	NULL
200205ts	243	False	real	LR	184	6	15	    4.00	0	    4.00	0	1	2179128.00	15	0	NULL
200205ts	244	False	real	GL	185	6	15	    2.00	0	    2.00	0	2	  637.68	-3	7	NULL
200205ts	247	False	real	IR	186	6	-15	    4.00	1	   -2.00	1	2	2203485.00	-15	0	NULL
200205ts	248	False	real	NL	187	6	15	    2.00	1	   -1.00	1	3	2212759.00	-3	0	NULL
200205ts	249	False	real	QR	188	6	-15	    4.00	1	   -2.00	1	2	  673.31	-15	5	NULL
200205ts	250	False	real	KR	189	6	-15	    4.00	1	   -2.00	1	2	2226025.00	15	0	NULL
200205ts	251	False	real	MR	190	6	-15	    4.00	1	   -2.00	1	2	2231627.00	-3	0	NULL
200205ts	252	False	real	OL	191	6	-15	  -10.00	0	    2.00	0	2	2237225.00	15	5	NULL
200205ts	253	False	real	KL	192	6	-15	   -4.00	0	    2.00	1	2	2242784.00	15	0	NULL
200205ts	254	False	real	HL	193	6	15	    2.00	0	    2.00	0	2	  573.13	-3	5	NULL
200205ts	256	False	real	GR	194	6	15	    4.00	0	    1.00	1	3	  950.28	-3	7	NULL
200205ts	259	False	real	PL	195	6	15	    2.00	0	    2.00	0	2	2286747.00	15	5	NULL
200205ts	260	False	real	JR	196	6	15	    4.00	1	   -2.00	1	2	2292698.00	-15	0	NULL
200205ts	262	False	real	AR	197	6	-15	    4.00	1	   -2.00	1	2	  718.81	-15	7	NULL
200205ts	263	False	real	HR	198	6	15	    4.00	0	    1.00	1	3	 2383.87	-3	5	NULL
200205ts	265	False	real	CL	199	6	-15	   -4.00	0	    2.00	1	2	2330928.00	15	7	NULL
200205ts	271	False	real	BL	200	6	15	    2.00	1	   -1.00	1	3	  942.61	-15	7	NULL
200205ts	272	False	real	RL	201	6	15	   -4.00	0	    4.00	0	1	  554.67	-15	5	NULL
