Session_Name_	Trial_Index_	Trial_Recycled_	TRIAL_TYPE	trial_variant	TRIAL_NUMBER	TRIAL_ITERATION_VAL	frame_tilt	rod_tilt	response	step_size	reversal	reversal_num	RT	probe_del	alpha_entrain_refreshes	rod_tilt_val
200218KN	158	False	real	ER	124	4	-15	   -4.00	0	    4.00	1	1	  647.17	-3	7	NULL
200218KN	159	False	real	AL	125	4	-15	    4.00	1	   -4.00	1	1	 1727.82	-15	7	NULL
200218KN	160	False	real	EL	126	4	-15	    4.00	1	   -4.00	1	1	  421.63	-3	7	NULL
200218KN	161	False	real	KL	127	4	-15	   -8.00	0	    2.00	1	2	2735711.00	15	0	NULL
200218KN	162	False	real	GR	128	4	15	    8.00	1	   -2.00	1	2	  372.77	-3	7	NULL
200218KN	163	False	real	LL	129	4	15	    4.00	0	    8.00	0	0	2745936.00	15	0	NULL
200218KN	164	False	real	NR	130	4	15	    8.00	1	   -2.00	1	2	2751214.00	-3	0	NULL
200218KN	165	False	real	OR	131	4	-15	   -4.00	0	    4.00	1	1	2756078.00	15	5	NULL
200218KN	166	False	real	QR	132	4	-15	   -4.00	0	    4.00	1	1	  406.21	-15	5	NULL
200218KN	167	False	real	ML	133	4	-15	    4.00	1	   -4.00	1	1	2765880.00	-3	0	NULL
200218KN	168	False	real	CR	134	4	-15	   -4.00	0	    4.00	1	1	2770925.00	15	7	NULL
200218KN	169	False	real	KR	135	4	-15	   -4.00	0	    4.00	1	1	2776914.00	15	0	NULL
200218KN	172	False	real	JR	136	4	15	   -4.00	0	    4.00	1	1	2787630.00	-15	0	NULL
200218KN	174	False	real	CL	137	4	-15	    4.00	1	   -4.00	1	1	2795269.00	15	7	NULL
200218KN	175	False	real	RL	138	4	15	    4.00	1	   -4.00	1	1	  451.18	-15	5	NULL
200218KN	176	False	real	DL	139	4	15	    4.00	0	    8.00	0	0	2807378.00	15	7	NULL
200218KN	177	False	real	PL	140	4	15	    4.00	0	    8.00	0	0	2814674.00	15	5	NULL
200218KN	178	False	real	HR	141	4	15	    8.00	1	   -2.00	1	2	  403.75	-3	5	NULL
200218KN	179	False	real	BR	142	4	15	   -4.00	0	    4.00	1	1	  397.94	-15	7	NULL
200218KN	180	False	real	LR	143	4	15	   -4.00	0	    4.00	1	1	2829323.00	15	0	NULL
200218KN	181	False	real	IR	144	4	-15	   -4.00	0	    4.00	1	1	2834286.00	-15	0	NULL
200218KN	182	False	real	IL	145	5	-15	    0.00	0	    2.00	1	2	2839121.00	-15	0	NULL
200218KN	183	False	real	AL	146	5	-15	    0.00	0	    2.00	1	2	  543.95	-15	7	NULL
200218KN	184	False	real	IR	147	5	-15	    0.00	1	   -2.00	1	2	2849170.00	-15	0	NULL
200218KN	185	False	real	FL	148	5	-15	    0.00	1	   -4.00	0	1	  605.91	-3	5	NULL
200218KN	186	False	real	DL	149	5	15	   12.00	1	   -4.00	1	1	2858977.00	15	7	NULL
200218KN	188	False	real	GL	150	5	15	   12.00	1	   -4.00	1	1	  379.37	-3	7	NULL
200218KN	189	False	real	GR	151	5	15	    6.00	1	   -2.00	0	2	  827.12	-3	7	NULL
200218KN	190	False	real	ML	152	5	-15	    0.00	1	   -4.00	0	1	2878804.00	-3	0	NULL
200218KN	191	False	real	FR	153	5	-15	    0.00	1	   -2.00	1	2	  865.49	-3	5	NULL
200218KN	192	False	real	BR	154	5	15	    0.00	1	   -2.00	1	2	 1692.33	-15	7	NULL
200218KN	193	False	real	AR	155	5	-15	    0.00	1	   -2.00	1	2	  794.25	-15	7	NULL
200218KN	194	False	real	JR	156	5	15	    0.00	0	    4.00	0	1	2904662.00	-15	0	NULL
200218KN	195	False	real	PR	157	5	15	   12.00	1	   -2.00	1	2	2910055.00	15	5	NULL
200218KN	196	False	real	JL	158	5	15	    0.00	0	    2.00	1	2	2917984.00	-15	0	NULL
200218KN	198	False	real	PL	159	5	15	   12.00	1	   -4.00	1	1	2926857.00	15	5	NULL
200218KN	199	False	real	RR	160	5	15	    0.00	1	   -2.00	1	2	 1446.92	-15	5	NULL
200218KN	200	False	real	EL	161	5	-15	    0.00	1	   -4.00	0	1	 1824.46	-3	7	NULL
200218KN	201	False	real	BL	162	5	15	   12.00	1	   -4.00	1	1	  719.07	-15	7	NULL
200218KN	202	False	real	OR	163	5	-15	    0.00	1	   -2.00	1	2	2951113.00	15	5	NULL
200218KN	204	False	real	CR	164	5	-15	    0.00	1	   -2.00	1	2	2960554.00	15	7	NULL
